"Año";"Periodo";"Parámetro";"Pases completados (%)"
"2024";"Año";"Bayern";"88,8"
"2024";"Año";"Dortmund";"82,7"
"2024";"Año";"PSG";"89,3"
"2024";"Año";"Real Madrid";"91,2"
;;
;;
"Métrica":"Pases completados (%)"
"Fuente":"<a href="https://www.driblab.com/es/" target="_blank">https://www.driblab.com/es/</a>"
"Clasificación":""
"Unidad":"Total"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;
;;
"Url":"https://www.epdata.es/equipos-mas-pases-completados/465c3431-22e8-4f71-bd76-8c152f33a87d"
"Titulo":"Equipos con más acierto en sus pases"
"Subtitulo":"UEFA Champions League 2023-24"
